"Report Period","Cert/ID","Institution Name","City","State","Class","A","L"
"20221231","29881","HOME BANK SB","MARTINSVILLE","IN","SB","410444","349133"
"20221231","29904","ELIZABETHTON FEDERAL SAVINGS BANK","ELIZABETHTON","TN","SB","328286","195941"
"20221231","29907","LOGANSPORT SAVINGS BANK","LOGANSPORT","IN","NM","254999","217308"
"20221231","29910","SCOTTSBURG BUILDING AND LOAN ASSOCIATION","SCOTTSBURG","IN","SL","78185","63167"
"20221231","29922","RIVERVIEW BANK","VANCOUVER","WA","NM","1597455","1374114"
"20221231","29933","UNION SAVINGS AND LOAN ASSOCIATION","CONNERSVILLE","IN","SB","227923","196782"
"20221231","29937","FIRST FEDERAL SAVINGS BANK OF KENTUCKY","FRANKFORT","KY","SB","254739","165862"
"20221231","29941","BOGOTA SAVINGS BANK","TEANECK","NJ","SI","951277","715777"
"20221231","29950","SANTANDER BANK, N.A.","WILMINGTON","DE","N","99105686","76009038"
"20221231","29961","FIRST SAVINGS BANK","JEFFERSONVILLE","IN","SM","2192809","1555012"
"20221231","29966","THE EQUITABLE SAVINGS AND LOAN COMPANY","CADIZ","OH","NM","11213","7885"
"20221231","29975","THE PEOPLES SAVINGS BANK","URBANA","OH","SL","147491","128135"
"20221231","29980","MIDLAND FEDERAL SAVINGS AND LOAN ASSOCIATION","BRIDGEVIEW","IL","SB","122548","112584"
"20221231","29986","GUARDIAN SAVINGS BANK","GRANITE CITY","IL","SI","34814","25829"
"20221231","29988","MUTUAL SAVINGS ASSOCIATION","LEAVENWORTH","KS","SL","327504","219898"
"20221231","29995","PHOENIXVILLE FEDERAL BANK AND TRUST","PHOENIXVILLE","PA","SI","602280","523717"
"20221231","29999","MUTUAL SAVINGS BANK","HARTSVILLE","SC","SB","48353","34944"
"20221231","30012","THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND","CLEVELAND","OH","SB","16117865","9199012"
"20221231","30031","HUNTINGDON SAVINGS BANK","HUNTINGDON","PA","SI","15823","11941"
"20221231","30039","HAVEN SAVINGS BANK","HOBOKEN","NJ","SI","1092301","878986"
"20221231","30043","BEARDSTOWN SAVINGS S.B.","BEARDSTOWN","IL","SI","63851","51500"
"20221231","30052","BLUE FOUNDRY BANK","RUTHERFORD","NJ","SI","2040012","1394637"
"20221231","30058","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG","GREENSBURG","IN","SB","189900","174892"
"20221231","30065","PEOPLES COMMUNITY BANK SB OF MONTICELLO, INDIANA","MONTICELLO","IN","SL","34385","19303"
"20221231","30067","CORNERSTONE BANK","CLARINDA","IA","SM","47322","39890"
"20221231","30072","SCHUYLER SAVINGS BANK","KEARNY","NJ","SI","128944","103704"
"20221231","30076","SPENCER SAVINGS BANK, SLA","ELMWOOD PARK","NJ","SL","3784556","2924702"
"20221231","30084","MERCER SAVINGS BANK","CELINA","OH","SL","146987","128537"
"20221231","30085","PRESENCE BANK","COATESVILLE","PA","SI","378977","289495"
"20221231","30103","MONROE SAVINGS BANK","WILLIAMSTOWN","NJ","SI","101588","76908"
"20221231","30111","OCONEE FEDERAL SAVINGS AND LOAN ASSOCIATION","SENECA","SC","SB","566560","457850"
"20221231","30117","RELIANCE SAVINGS BANK","ALTOONA","PA","SI","621206","491208"
"20221231","30119","PENNCREST BANK","ALTOONA","PA","SI","221830","190597"
"20221231","30121","INVESTMENT SAVINGS BANK","ALTOONA","PA","SI","107687","81988"
"20221231","30128","BOONVILLE FEDERAL SAVINGS BANK","BOONVILLE","IN","SI","62631","43261"
"20221231","30133","MID-SOUTHERN SAVINGS BANK, FSB","SALEM","IN","SB","268858","207132"
"20221231","30150","CITIZENS FEDERAL SAVINGS BANK","LEAVENWORTH","KS","SB","180572","137472"
"20221231","30152","MILFORD BUILDING AND LOAN ASSOCIATION","MILFORD","IL","SI","30012","26250"
"20221231","30154","SEWICKLEY SAVINGS BANK","SEWICKLEY","PA","SI","285811","218536"
"20221231","30155","HATBORO FEDERAL SAVINGS, FA","HATBORO","PA","SB","555565","420933"
"20221231","30166","FIRST COMMUNITY BANK OF CULLMAN","CULLMAN","AL","NM","121198","94055"
"20221231","30167","CULLMAN SAVINGS BANK","CULLMAN","AL","SB","421805","317366"
"20221231","30176","HOME SAVINGS BANK OF WAPAKONETA","WAPAKONETA","OH","NM","39360","33867"
"20221231","30182","OPPORTUNITY BANK OF MONTANA","HELENA","MT","SM","1941231","1646324"
"20221231","30183","MILLVILLE SAVINGS BANK","MILLVILLE","NJ","SI","159056","144355"
"20221231","30219","HOMETOWN BANK","KENT","OH","NM","272593","230011"
"20221231","30220","CHESTER NATIONAL BANK","CHESTER","IL","N","62270","56285"
"20221231","30260","CROSS COUNTY SAVINGS BANK","MIDDLE VILLAGE","NY","SI","539043","469916"
"20221231","30270","CITIZENS SAVINGS BANK","BOGALUSA","LA","SI","278738","237916"
"20221231","30291","FIRST FEDERAL BANK LITTLEFIELD, TEXAS","LITTLEFIELD","TX","SI","57457","46630"
"20221231","30303","MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION","MASPETH","NY","SB","2127713","1393367"
"20221231","30313","EAST WISCONSIN SAVINGS BANK","KAUKAUNA","WI","SI","271685","250635"
"20221231","30315","FIRST FEDERAL SAVINGS BANK OF LINCOLNTON","LINCOLNTON","NC","SB","431413","360659"
"20221231","30332","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","ABBEVILLE","LA","SI","58961","38870"
"20221231","30339","BEAUREGARD FSB","DERIDDER","LA","SB","78335","65829"
"20221231","30350","THE BANK OF BENNINGTON","BENNINGTON","VT","SB","551789","463644"
"20221231","30357","STREATOR HOME SAVINGS BANK","STREATOR","IL","SI","166716","117250"
"20221231","30358","FIRST SAVINGS AND LOAN ASSOCIATION","MEBANE","NC","SB","56413","42434"
"20221231","30367","1ST BANK OF SEA ISLE CITY","SEA ISLE CITY","NJ","SI","331161","293002"
"20221231","30387","FIRSTBANK PUERTO RICO","SANTURCE","PR","NM","18626645","15980677"
"20221231","30388","GUNNISON SAVINGS AND LOAN ASSOCIATION","GUNNISON","CO","SL","108280","93567"
"20221231","30394","CARVER FEDERAL SAVINGS BANK","NEW YORK","NY","SB","712939","619972"
"20221231","30395","TECUMSEH FEDERAL BANK","TECUMSEH","NE","SB","49795","35330"
"20221231","30397","GEDDES FEDERAL SAVINGS AND LOAN ASSOCIATION","SYRACUSE","NY","SB","616636","435921"
"20221231","30401","PENN COMMUNITY BANK","DOYLESTOWN","PA","SI","2660709","2115356"
"20221231","30402","FRANKLIN BANK","PILESGROVE","NJ","SL","332383","308947"
"20221231","30422","FIRST FEDERAL BANK OF WISCONSIN","WAUKESHA","WI","SB","322879","240287"
"20221231","30428","CENTURY SAVINGS BANK","VINELAND","NJ","SI","627019","586817"
"20221231","30429","MASSENA SAVINGS AND LOAN","MASSENA","NY","SB","172281","123805"
"20221231","30431","SSB BANK","PITTSBURGH","PA","SI","251122","207926"
"20221231","30434","MORGANTON SAVINGS BANK, S.S.B.","MORGANTON","NC","SI","121301","85789"
"20221231","30439","EAGLE.BANK","CINCINNATI","OH","NM","173686","134504"
"20221231","30441","FIRST FEDERAL BANK OF LOUISIANA","LAKE CHARLES","LA","SB","1196746","1064870"
"20221231","30447","RAYNE BUILDING AND LOAN ASSOCIATION","RAYNE","LA","SL","57302","43571"
"20221231","30464","HUNTINGDON VALLEY BANK","HUNTINGDON VALLE","PA","SI","616578","528952"
"20221231","30470","MANASQUAN BANK","MANASQUAN","NJ","SI","2778051","2494749"
"20221231","30492","JACKSON FEDERAL SAVINGS AND LOAN ASSOCIATION","JACKSON","MN","SB","35612","23522"
"20221231","30516","CROSSBRIDGE COMMUNITY BANK","TOMAHAWK","WI","SI","199267","176419"
"20221231","30519","FREEHOLD BANK","FREEHOLD","NJ","SB","293064","217436"
"20221231","30530","LAKE SHORE SAVINGS BANK","DUNKIRK","NY","SB","699568","575602"
"20221231","30544","MARQUETTE SAVINGS BANK","ERIE","PA","SI","1126810","919086"
"20221231","30551","WESTMORELAND FEDERAL SAVINGS AND LOAN ASSOCIATION","LATROBE","PA","SB","166960","124343"
"20221231","30585","MAYVILLE SAVINGS BANK","MAYVILLE","WI","SI","74934","67019"
"20221231","30595","F&M BANK AND TRUST COMPANY","HANNIBAL","MO","SM","165840","155011"
"20221231","30618","WABASH SAVINGS BANK","MOUNT CARMEL","IL","SI","9554","8954"
"20221231","30619","ABBEVILLE FIRST BANK, SSB","ABBEVILLE","SC","SI","117074","104152"
"20221231","30637","GREENVILLE SAVINGS BANK","GREENVILLE","PA","SI","317862","249268"
"20221231","30656","NORTH COUNTY SAVINGS BANK","RED BUD","IL","SI","65541","59807"
"20221231","30680","FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION","SALISBURY","MD","SB","344147","290447"
"20221231","30688","PEOPLES FIRST SAVINGS BANK","MASON","OH","NM","87898","68820"
"20221231","30692","BANKPACIFIC, LTD","HAGATNA","GU","SL","204607","159701"
"20221231","30704","MAGYAR BANK","NEW BRUNSWICK","NJ","SI","821617","687694"
"20221231","30707","EQUITABLE SAVINGS AND LOAN ASSOCIATION","STERLING","CO","SL","162793","135762"
"20221231","30722","UNIVERSAL BANK","WEST COVINA","CA","SB","334499","225047"
"20221231","30776","PATHWARD, NATIONAL ASSOCIATION","SIOUX FALLS","SD","N","6661041","5791108"
"20221231","30788","GLACIER BANK","KALISPELL","MT","NM","26612483","20682239"
"20221231","30812","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION","PASCAGOULA","MS","SB","342021","221139"
"20221231","30819","COMMUNITY PARTNERS SAVINGS BANK","SALEM","IL","SI","238339","207703"
"20221231","30836","TERRITORIAL SAVINGS BANK","HONOLULU","HI","SM","2170062","1759336"
"20221231","30846","HERITAGE SOUTHEAST BANK","JONESBORO","GA","NM","1578620","1394470"
"20221231","30864","MCHENRY SAVINGS BANK","MCHENRY","IL","SI","328083","266555"
"20221231","30878","BAR HARBOR SAVINGS AND LOAN ASSOCIATION","BAR HARBOR","ME","SL","101068","73524"
"20221231","30879","PROVIDENT SAVINGS BANK, F.S.B.","RIVERSIDE","CA","SB","1271037","957770"
"20221231","30889","THE PEOPLES SAVINGS AND LOAN COMPANY","WEST LIBERTY","OH","SL","93220","64270"
"20221231","30895","FIDELITY BANK, NATIONAL ASSOCIATION","WICHITA","KS","N","3078918","2643178"
"20221231","30903","COMMUNITY BANK OF THE CHESAPEAKE","WALDORF","MD","NM","2408423","2090895"
"20221231","30943","MID-CENTRAL NATIONAL BANK","WADENA","MN","N","133242","111130"
"20221231","30953","EL DORADO SAVINGS BANK, F.S.B.","PLACERVILLE","CA","SB","2730489","2440673"
"20221231","30969","FIRST FSB OF MASCOUTAH","MASCOUTAH","IL","SM","167609","144250"
"20221231","30976","GOUVERNEUR SAVINGS AND LOAN ASSOCIATION","GOUVERNEUR","NY","SL","204971","171617"
"20221231","30987","SPRATT SAVINGS BANK","CHESTER","SC","SL","153881","123654"
"20221231","30996","CENLAR FSB","EWING","NJ","SB","1111332","794833"
"20221231","31028","HOMETOWN BANK","REDWOOD FALLS","MN","NM","539421","486803"
"20221231","31043","INTERSTATE BANK","PERRYTON","TX","NM","273336","262088"
"20221231","31077","FIRST FEDERAL BANK","DUNN","NC","SB","254944","228902"
"20221231","31083","JARRETTSVILLE FEDERAL SAVINGS AND LOAN ASSOCIATION","JARRETTSVILLE","MD","SB","146660","128828"
"20221231","31089","PICKENS SAVINGS AND LOAN ASSOCIATION, FA","PICKENS","SC","SB","123411","108522"
"20221231","31090","BLUE GRASS FEDERAL SAVINGS AND LOAN ASSOCIATION","PARIS","KY","SB","45930","34872"
"20221231","31100","SECURITY FEDERAL BANK","AIKEN","SC","NM","1316994","1136130"
"20221231","31121","CECIL BANK","ELKTON","MD","SM","237620","207769"
"20221231","31127","FIRST FEDERAL BANK, A FSB","TUSCALOOSA","AL","SB","139477","95957"
"20221231","31146","SECURITY FEDERAL SAVINGS BANK OF MCMINNVILLE","MCMINNVILLE","TN","NM","301633","271689"
"20221231","31158","FIRST SOUTHERN BANK","COLUMBIA","MS","NM","240011","219214"
"20221231","31184","CITIZENS SAVINGS BANK","CLARKS SUMMIT","PA","SB","387454","336759"
"20221231","31189","PONCE BANK","BRONX","NY","SB","2300787","1290454"
"20221231","31197","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION","HAZARD","KY","SB","81201","45043"
"20221231","31198","GREENEVILLE FEDERAL BANK, FSB","GREENEVILLE","TN","SB","164514","132798"
"20221231","31217","LIFESTORE BANK","WEST JEFFERSON","NC","SM","420575","352281"
"20221231","31223","FIRST HARRISON BANK","CORYDON","IN","NM","1146163","1063628"
"20221231","31232","HIGHLAND FEDERAL SAVINGS AND LOAN ASSOCIATION","CROSSVILLE","TN","SB","76465","59962"
"20221231","31236","HEARTHSIDE BANK CORPORATION","MIDDLESBORO","KY","NM","496449","417738"
"20221231","31249","1ST UNITED BANK","FARIBAULT","MN","NM","193576","171334"
"20221231","31266","JACKSON SAVINGS BANK, SSB","SYLVA","NC","SI","32044","24988"
"20221231","31267","HOMEWOOD FEDERAL SAVINGS BANK","BALTIMORE","MD","SB","59741","43326"
"20221231","31272","COMMUNITY BANK","LEXINGTON","TN","SM","272909","249480"
"20221231","31313","FIRST FEDERAL BANK","LAKE CITY","FL","SB","3765448","3388881"
"20221231","31329","WEST PLAINS SAVINGS AND LOAN ASSOCIATION","WEST PLAINS","MO","SL","92179","67205"
"20221231","31345","HERTFORD SAVINGS BANK, SSB","HERTFORD","NC","SI","15227","12858"
"20221231","31361","COLONIAL SAVINGS, F.A.","FORT WORTH","TX","SB","1099887","577516"
"20221231","31390","AXIOM BANK, NATIONAL ASSOCIATION","MAITLAND","FL","N","661535","563549"
"20221231","31406","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL","SAN RAFAEL","CA","SB","226073","181426"
"20221231","31409","FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION","MOREHEAD","KY","SB","35412","25068"
"20221231","31410","1ST FEDERAL SAVINGS BANK OF SC, INC.","WALTERBORO","SC","SL","143309","130637"
"20221231","31461","HARLEYSVILLE BANK","HARLEYSVILLE","PA","SI","877861","739286"
"20221231","31469","ORIENTAL BANK","SAN JUAN","PR","NM","9709667","8580409"
"20221231","31479","FIRST FIDELITY BANK","FORT PAYNE","AL","NM","142529","133575"
"20221231","31485","EQUITABLE BANK","GRAND ISLAND","NE","SM","494217","419566"
"20221231","31488","PROGRESSIVE OZARK BANK","SALEM","MO","SM","161439","145572"
"20221231","31516","FIRST FEDERAL SAVINGS BANK","ROCHESTER","IN","SB","584189","436726"
"20221231","31539","THE WILMINGTON SAVINGS BANK","WILMINGTON","OH","NM","203025","158393"
"20221231","31545","CENTRAL BANK","SAVANNAH","TN","NM","125356","114126"
"20221231","31628","EAST WEST BANK","PASADENA","CA","SM","64087895","53225764"
"20221231","31694","VOLUNTEER FEDERAL SAVINGS BANK","MADISONVILLE","TN","SI","322477","288516"
"20221231","31711","RIVERBANK","POCAHONTAS","AR","NM","91962","76495"
"20221231","31723","HOME SAVINGS BANK, FSB","LUDLOW","KY","SB","25674","17904"
"20221231","31762","GREATER STATE BANK","MCALLEN","TX","NM","138484","127058"
"20221231","31774","HOME FEDERAL SAVINGS AND LOAN ASSOCIATION","BAMBERG","SC","SB","39751","33308"
"20221231","31823","INTERAMERICAN BANK, A FSB","MIAMI","FL","SB","262016","226671"
"20221231","31840","FINANCIAL FEDERAL BANK","MEMPHIS","TN","SM","891834","647691"
"20221231","31864","GRAND BANK FOR SAVINGS, FSB","HATTIESBURG","MS","SB","116006","87659"
"20221231","31900","CITIZENS BUILDING AND LOAN, SSB","GREER","SC","SI","142999","107615"
"20221231","31905","CYPRESS BANK, SSB","PITTSBURG","TX","SI","221395","175430"
"20221231","31928","FIRST SENTINEL BANK","RICHLANDS","VA","SM","362870","317323"
"20221231","31936","FAYETTE SAVINGS BANK, SSB","LA GRANGE","TX","SI","370405","341614"
"20221231","31945","TRUSTCO BANK","GLENVILLE","NY","SB","5999551","5192823"
"20221231","31972","FIRST WESTERN FEDERAL SAVINGS BANK","RAPID CITY","SD","SB","68688","43537"
"20221231","31994","SLOVENIAN SAVINGS AND LOAN ASSOCIATION OF FRANKLIN-CONEMAUGH","CONEMAUGH","PA","SB","162317","152274"
"20221231","31999","MADISON COUNTY BANK","MADISON","NE","SM","596220","493772"
"20221231","32018","ANGELINA SAVINGS BANK, SSB","LUFKIN","TX","SI","76685","69871"
"20221231","32025","UNITED BANK","SPRINGDALE","AR","SM","273211","207204"
"20221231","32082","VIKING BANK, NATIONAL ASSOCIATION","ALEXANDRIA","MN","N","253474","215611"
"20221231","32084","GRAND SAVINGS BANK","GROVE","OK","NM","848960","750088"
"20221231","32135","SHELBY SAVINGS BANK, SSB","CENTER","TX","SI","410056","321924"
"20221231","32172","PACIFIC PREMIER BANK","IRVINE","CA","SM","21691786","17389848"
"20221231","32178","LUTHER BURBANK SAVINGS","SANTA ROSA","CA","NM","7971940","5877284"
"20221231","32188","USAA FEDERAL SAVINGS BANK","SAN ANTONIO","TX","SB","110884000","102056000"
"20221231","32203","SUMMIT STATE BANK","SANTA ROSA","CA","NM","1113157","962655"
"20221231","32232","STERLING BANK AND TRUST, FSB","SOUTHFIELD","MI","SB","2444260","1978688"
"20221231","32242","LIBERTY SAVINGS BANK, F.S.B.","WILMINGTON","OH","SB","1191883","973017"
"20221231","32245","DOLLAR BANK, FEDERAL SAVINGS BANK","PITTSBURGH","PA","SB","11417843","9179508"
"20221231","32257","ABACUS FEDERAL SAVINGS BANK","NEW YORK","NY","SB","310557","255412"
"20221231","32277","EASTERN INTERNATIONAL BANK","LOS ANGELES","CA","NM","122046","100846"
"20221231","32282","MALAGA BANK F.S.B.","PALOS VERDES PEN","CA","SB","1508627","1015071"
"20221231","32286","COMMUNITY SAVINGS BANK","BETHEL","OH","NM","87221","71024"
"20221231","32292","WOODSFIELD SAVINGS BANK","WOODSFIELD","OH","NM","98153","90447"
"20221231","32293","MIAMI SAVINGS BANK","MIAMITOWN","OH","NM","139225","113164"
"20221231","32296","UNION SAVINGS BANK","CINCINNATI","OH","SL","3307068","2831513"
"20221231","32306","NEW FOUNDATION SAVINGS BANK","CINCINNATI","OH","SL","25850","18957"
"20221231","32307","GALION BUILDING AND LOAN BANK","GALION","OH","NM","74748","66218"
"20221231","32348","TAYLORSVILLE SAVINGS BANK, SSB","TAYLORSVILLE","NC","SI","137523","125920"
"20221231","32360","EASTERN SAVINGS BANK, FSB","HUNT VALLEY","MD","SB","347273","229563"
"20221231","32363","PRESIDENTIAL BANK, FSB","BETHESDA","MD","SB","800304","695951"
"20221231","32441","UNITED MIDWEST SAVINGS BANK, NATIONAL ASSOCIATION","DEGRAFF","OH","N","471573","406909"
"20221231","32459","HOMELAND FEDERAL SAVINGS BANK","COLUMBIA","LA","SB","483178","424361"
"20221231","32489","HOMESTREET BANK","SEATTLE","WA","NM","9335429","7456921"
"20221231","32526","AMERICAN SAVINGS BANK, FSB","HONOLULU","HI","SB","9545970","8224461"
"20221231","32527","BAYVANGUARD BANK","BALTIMORE","MD","SI","836968","687759"
"20221231","32532","SOUTH GEORGIA BANK","GLENNVILLE","GA","NM","221965","200768"
"20221231","32541","FLAGSTAR BANK, NATIONAL ASSOCIATION","HICKSVILLE","NY","N","90036656","58842231"
"20221231","32551","LENDINGCLUB BANK, NATIONAL ASSOCIATION","LEHI","UT","N","7589906","6420827"
"20221231","32574","BEAL BANK","PLANO","TX","NM","6665954","4504281"
"20221231","32612","NATIONAL COOPERATIVE BANK, N.A.","HILLSBORO","OH","N","3171026","2641252"
"20221231","32629","FIRST SAVINGS BANK","BERESFORD","SD","SB","1371445","1110872"
"20221231","32647","NORTHWEST BANK","SPENCER","IA","NM","2471026","2043907"
"20221231","32718","HELM BANK USA","MIAMI","FL","NM","1090690","1019302"
"20221231","32773","EASTERN BANK","BOSTON","MA","NM","22629483","19122957"
"20221231","32779","BANK OF MARIN","NOVATO","CA","NM","4148631","3579313"
"20221231","32838","COMMUNITY FIRST BANK, INC.","WALHALLA","SC","NM","660103","569375"
"20221231","32908","TUSTIN COMMUNITY BANK","TUSTIN","CA","NM","77385","65536"
"20221231","32912","WHITAKER BANK","LEXINGTON","KY","SM","2018525","1721253"
"20221231","32941","WESTSTAR BANK","EL PASO","TX","SM","2790209","2298407"
"20221231","32957","PRUDENTIAL BANK & TRUST, FSB","HARTFORD","CT","SB","33594","0"
"20221231","32968","COMMUNITY BANK AND TRUST - ALABAMA","UNION SPRINGS","AL","NM","48131","48596"
"20221231","32974","GULF COAST BANK AND TRUST COMPANY","NEW ORLEANS","LA","NM","3069873","2601581"
"20221231","32992","MORGAN STANLEY BANK, NATIONAL ASSOCIATION","SALT LAKE CITY","UT","N","201363000","177356000"
"20221231","33005","FCB BANKS","COLLINSVILLE","IL","NM","2111560","1751770"
"20221231","33009","COUNTY BANK","REHOBOTH BEACH","DE","NM","601767","541394"
"20221231","33010","FIRST PEOPLES BANK","PINE MOUNTAIN","GA","NM","278621","253473"
"20221231","33013","ASIAN PACIFIC NATIONAL BANK","SAN GABRIEL","CA","N","57366","47852"
"20221231","33026","SURETY BANK","DELAND","FL","NM","216989","189298"
"20221231","33103","GATEWAY BANK, F.S.B.","OAKLAND","CA","SB","181369","162450"
"20221231","33111","COLORADO FEDERAL SAVINGS BANK","GREENWOOD VILLAG","CO","SB","2028684","867861"
"20221231","33119","HERITAGE BANK, INC.","ERLANGER","KY","NM","1604636","1463096"
"20221231","33124","GOLDMAN SACHS BANK USA","NEW YORK","NY","SM","486967000","352005000"
"20221231","33131","FIRST FARMERS & MERCHANTS NATIONAL BANK","FAIRMONT","MN","N","131978","107693"
"20221231","33136","WOODLANDS BANK","WILLIAMSPORT","PA","SM","610796","567178"
"20221231","33137","CORNERSTONE COMMUNITY BANK","GRAFTON","WI","NM","255860","211742"
"20221231","33183","SOUND BANKING COMPANY","LAKEWOOD","WA","NM","73314","67588"
"20221231","33188","SHINHAN BANK AMERICA","NEW YORK","NY","NM","1910220","1623905"
"20221231","33204","PREMIER BANK MINNESOTA","HASTINGS","MN","NM","634388","548109"
"20221231","33216","NORTHRIM BANK","ANCHORAGE","AK","NM","2656653","2417246"
"20221231","33306","CIBC BANK USA","CHICAGO","IL","NM","50933929","40981678"
"20221231","33316","ANZ GUAM, INC.","HAGATNA","GU","NM","150100","109765"
"20221231","33380","ENTERPRISE BANK","OMAHA","NE","SM","435481","377941"
"20221231","33418","LEDYARD NATIONAL BANK","NORWICH","VT","N","741673","574586"
"20221231","33440","CITIZENS FIRST BANK","THE VILLAGES","FL","NM","3828547","3244979"
"20221231","33450","ARBOR BANK","NEBRASKA CITY","NE","NM","531826","477504"
"20221231","33457","OAK VALLEY COMMUNITY BANK","OAKDALE","CA","SM","1968293","1814462"
"20221231","33458","MONONA BANK","MONONA","WI","NM","1241838","1038534"
"20221231","33470","TODAY'S BANK","HUNTSVILLE","AR","NM","301149","245940"
"20221231","33492","CRESCENT BANK","NEW ORLEANS","LA","NM","1413286","1220877"
"20221231","33497","CHARLES SCHWAB PREMIER BANK, SSB","WESTLAKE","TX","SM","31498000","28332000"
"20221231","33503","UNITY BANK","CLINTON","NJ","NM","2431532","1789501"
"20221231","33506","FIRST NATIONAL BANK OF COFFEE COUNTY","DOUGLAS","GA","N","429399","391067"
